nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,telephone,email,email_status,dirigeant,qualite,raisons,lien_pappers,lien_annuaire,lien_maps,lien_google,lien_linkedin_rech,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,categorie,nb_etablissements_ouverts,nb_etablissements,ca,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,labels,idcc,tva_intra,etat,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
SECURITE PROTECTION PRIVEE,,,a contacter,,,,,,,,,,,,securite,,PERSAN,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904858511,90485851100036,80.20Z,,,,,,,,,,,sirene,
SECURITE SOLUTIONS SERVICES,,,a contacter,,,,,,,,,,,,securite,,ARTIGUES-PRES-BORDEAUX,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881108450,88110845000035,80.10Z,,,,,,,,,,,sirene,
SECURITE SURVEILLANCE GARDIENNAGE MULTIPLES,,,a contacter,,,,,,,,,,,,securite,,MONTAUBAN,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452084551,45208455100079,80.10Z,,,,,,,,,,,sirene,
SECURITE TELESURVEILLANCE ALARME GARDIEN,,,a contacter,,,,,,,,,,,,securite,,SENS,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352588966,35258896600023,80.10Z,,,,,,,,,,,sirene,
SECURITE TOTALE DOUAISIENNE,,,a contacter,,,,,,,,,,,,securite,,CUINCY,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890152580,89015258000019,80.20Z,,,,,,,,,,,sirene,
SECURITE VOL FEU,,,a contacter,,,,,,,,,,,,securite,,ROMANS-SUR-ISERE,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440622397,44062239700063,80.20Z,,,,,,,,,,,sirene,
SECURITE-PROTECTION ET INTERVENTION,,,a contacter,,,,,,,,,,,,securite,,ALLONNES,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310975768,31097576800048,80.10Z,,,,,,,,,,,sirene,
SECURITEAM13,,,a contacter,,,,,,,,,,,,securite,,MARSEILLE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530801117,53080111700041,80.10Z,,,,,,,,,,,sirene,
SECURITIM,,,a contacter,,,,,,,,,,,,securite,,MEUDON,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803903913,80390391300066,80.10Z,,,,,,,,,,,sirene,
SECURITY CONSULTING SERVICES,,,a contacter,,,,,,,,,,,,securite,,VALENCIENNES,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812721140,81272114000026,80.10Z,,,,,,,,,,,sirene,
SECURITY CORPORATE,,,a contacter,,,,,,,,,,,,securite,,SAINT-JEANNET,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482039674,48203967400031,80.10Z,,,,,,,,,,,sirene,
SECURITY GUARDS ASSISTANCE,,,a contacter,,,,,,,,,,,,securite,,SARAN,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491206397,49120639700052,80.10Z,,,,,,,,,,,sirene,
SECURITY MANAGEMENT ET CONSEIL EN ENTREPRISE,,,a contacter,,,,,,,,,,,,securite,,MONTIGNY-LE-BRETONNEUX,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811853571,81185357100024,80.10Z,,,,,,,,,,,sirene,
SECURITY PLUS,,,a contacter,,,,,,,,,,,,securite,,LORMONT,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831642871,83164287100022,80.10Z,,,,,,,,,,,sirene,
SECURITY TIGER PROTECTION,,,a contacter,,,,,,,,,,,,securite,,SAINT-MEDARD-EN-JALLES,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914951371,91495137100014,80.10Z,,,,,,,,,,,sirene,
SECUROR,,,a contacter,,,,,,,,,,,,securite,,TARBES,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378687115,37868711500055,80.20Z,,,,,,,,,,,sirene,
SECURPRO SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,VERNEUIL-EN-HALATTE,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811187061,81118706100015,80.10Z,,,,,,,,,,,sirene,
SECURUS,,,a contacter,,,,,,,,,,,,securite,,TREMBLAY-EN-FRANCE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390385458,39038545800026,80.10Z,,,,,,,,,,,sirene,
SECURY PLUS,,,a contacter,,,,,,,,,,,,securite,,FORT-DE-FRANCE,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814180642,81418064200021,80.10Z,,,,,,,,,,,sirene,
SECURYFRANCE,,,a contacter,,,,,,,,,,,,securite,,MENTON,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479801789,47980178900021,80.10Z,,,,,,,,,,,sirene,
SECUSAFE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878516657,87851665700029,80.10Z,,,,,,,,,,,sirene,
SECUVIGIE,,,a contacter,,,,,,,,,,,,securite,,SAINT-LAURENT-BLANGY,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883162158,88316215800025,80.10Z,,,,,,,,,,,sirene,
SEETRACK,,,a contacter,,,,,,,,,,,,securite,,DENAIN,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789169570,78916957000023,80.20Z,,,,,,,,,,,sirene,
SEGA PROTECTION,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892230806,89223080600036,80.10Z,,,,,,,,,,,sirene,
SEN SECURITE,,,a contacter,,,,,,,,,,,,securite,,MONTPELLIER,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878350081,87835008100013,80.20Z,,,,,,,,,,,sirene,
SENTINEL CORP FRANCE,,,a contacter,,,,,,,,,,,,securite,,CHOISY-LE-ROI,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977959634,97795963400014,80.10Z,,,,,,,,,,,sirene,
SENTINELLE ELITE SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919290478,91929047800016,80.20Z,,,,,,,,,,,sirene,
SEPROSUR SECURITE PROTECTION SURETE,,,a contacter,,,,,,,,,,,,securite,,LIMAY,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447890310,44789031000025,80.10Z,,,,,,,,,,,sirene,
SERCO SECURITY SERVICES,,,a contacter,,,,,,,,,,,,securite,,SAINT-GENIS-POUILLY,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895249506,89524950600018,80.10Z,,,,,,,,,,,sirene,
SERENITE 24H24,,,a contacter,,,,,,,,,,,,securite,,STRASBOURG,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507639003,50763900300031,80.20Z,,,,,,,,,,,sirene,
SERIS GUYANE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532788718,53278871800049,80.10Z,,,,,,,,,,,sirene,
SERIS SECURITY EVENT,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449217355,44921735500097,80.10Z,,,,,,,,,,,sirene,
SERVICE - SURETE - SECURITE - PROTECTION (SECURITE PRIVEE),,,a contacter,,,,,,,,,,,,securite,,BARAQUEVILLE,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822453320,82245332000027,80.10Z,,,,,,,,,,,sirene,
SERVICE ACCUEIL PREVENTION SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,LES PENNES MIRABEAU,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420165268,42016526800046,80.10Z,,,,,,,,,,,sirene,
SERVICE COMMUNICATION INFORMATION TELESURVEILLANCE ANTILLES,,,a contacter,,,,,,,,,,,,securite,,LE LAMENTIN,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413143215,41314321500023,80.20Z,,,,,,,,,,,sirene,
SERVICE PROTECTION INTERVENTION SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-MITRE-LES-REMPARTS,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392125548,39212554800058,80.10Z,,,,,,,,,,,sirene,
SERVICE PROTECTION SECURITE INTERNATIONALE,,,a contacter,,,,,,,,,,,,securite,,CERGY,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494786908,49478690800017,80.10Z,,,,,,,,,,,sirene,
SERVICES EUROPEENS DE PREVENTION,,,a contacter,,,,,,,,,,,,securite,,VILLENEUVE-D'ASCQ,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451720460,45172046000034,80.10Z,,,,,,,,,,,sirene,
SERVICES PROTECT' SECURITY,,,a contacter,,,,,,,,,,,,securite,,NOISY-LE-GRAND,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789535770,78953577000026,80.10Z,,,,,,,,,,,sirene,
SERVICES PROTECTIONS CONSEILS,,,a contacter,,,,,,,,,,,,securite,,VITROLLES,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793458621,79345862100026,80.10Z,,,,,,,,,,,sirene,
SF SECURITY,,,a contacter,,,,,,,,,,,,securite,,LE MANS,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949653505,94965350500022,80.10Z,,,,,,,,,,,sirene,
SFC SECURITE,,,a contacter,,,,,,,,,,,,securite,,BESANCON,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438396103,43839610300055,80.10Z,,,,,,,,,,,sirene,
SG SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800112096,80011209600030,80.10Z,,,,,,,,,,,sirene,
SGC SECURITE,,,a contacter,,,,,,,,,,,,securite,,PANTIN,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315782458,31578245800071,80.10Z,,,,,,,,,,,sirene,
SGE67 JMP,,,a contacter,,,,,,,,,,,,securite,,STIRING-WENDEL,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798548616,79854861600019,80.10Z,,,,,,,,,,,sirene,
SGMP,,,a contacter,,,,,,,,,,,,securite,,MONTREUIL,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750623746,75062374600054,80.10Z,,,,,,,,,,,sirene,
SGOF SECURITE,,,a contacter,,,,,,,,,,,,securite,,ILLKIRCH-GRAFFENSTADEN,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803994284,80399428400013,80.10Z,,,,,,,,,,,sirene,
SGP MOBILE,,,a contacter,,,,,,,,,,,,securite,,ALBI,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419996608,41999660800057,80.10Z,,,,,,,,,,,sirene,
SHADOW AGENCY,,,a contacter,,,,,,,,,,,,securite,,GENNES-VAL-DE-LOIRE,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804494425,80449442500031,80.10Z,,,,,,,,,,,sirene,
SHAP- SURVEILLANCE HUMAINE ATALIAN PREMIUM,,,a contacter,,,,,,,,,,,,securite,,VITRY-SUR-SEINE,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821202736,82120273600012,80.10Z,,,,,,,,,,,sirene,
SHAPS SECURITE,,,a contacter,,,,,,,,,,,,securite,,AVIGNON,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851616722,85161672200019,80.10Z,,,,,,,,,,,sirene,
SHARK PROTECTION SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-BRIEUC,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500394770,50039477000035,80.10Z,,,,,,,,,,,sirene,
SHIELD O I,,,a contacter,,,,,,,,,,,,securite,,LE PORT,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792174898,79217489800025,80.20Z,,,,,,,,,,,sirene,
SHIELD PRIVATE SECURITY,,,a contacter,,,,,,,,,,,,securite,,SARCELLES,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825211220,82521122000033,80.10Z,,,,,,,,,,,sirene,
SHOUGUN SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,TOULOUSE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510513005,51051300500049,80.10Z,,,,,,,,,,,sirene,
SIAM SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,SAINT-MAUR-DES-FOSSES,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501707582,50170758200034,80.10Z,,,,,,,,,,,sirene,
SIAP SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809621311,80962131100020,80.10Z,,,,,,,,,,,sirene,
SICASS EUROPE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452211865,45221186500012,80.20Z,,,,,,,,,,,sirene,
SIDEO - SOCIETE PRIVEE DE SECURITE,,,a contacter,,,,,,,,,,,,securite,,BRON,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512309485,51230948500039,80.10Z,,,,,,,,,,,sirene,
SIG SECURITE,,,a contacter,,,,,,,,,,,,securite,,VILLEURBANNE,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809725377,80972537700026,80.10Z,,,,,,,,,,,sirene,
SIMSECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,GENTILLY,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901534735,90153473500039,80.20Z,,,,,,,,,,,sirene,
SINAPS SECURITE,,,a contacter,,,,,,,,,,,,securite,,CASTELNAU-LE-LEZ,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482945987,48294598700055,80.10Z,,,,,,,,,,,sirene,
SIOULE SANCY INCENDIE,,,a contacter,,,,,,,,,,,,securite,,CEYRAT,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522345750,52234575000023,80.20Z,,,,,,,,,,,sirene,
SIPPRO SOLUTIONS IP PROTECTION,,,a contacter,,,,,,,,,,,,securite,,MUDAISON,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533239935,53323993500059,80.20Z,,,,,,,,,,,sirene,
SITEA,,,a contacter,,,,,,,,,,,,securite,,ARGENTEUIL,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821092178,82109217800010,80.10Z,,,,,,,,,,,sirene,
SK PRO,,,a contacter,,,,,,,,,,,,securite,,RENNES,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822098588,82209858800020,80.10Z,,,,,,,,,,,sirene,
SK SECURITE,,,a contacter,,,,,,,,,,,,securite,,MARSEILLE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953018629,95301862900014,80.10Z,,,,,,,,,,,sirene,
SKB SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753595198,75359519800031,80.10Z,,,,,,,,,,,sirene,
SKY SECURITE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948573225,94857322500018,80.10Z,,,,,,,,,,,sirene,
SKY SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,ROSNY-SOUS-BOIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819337775,81933777500046,80.10Z,,,,,,,,,,,sirene,
SKZ SECURITE,,,a contacter,,,,,,,,,,,,securite,,LE CHEYLAS,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881809891,88180989100016,80.10Z,,,,,,,,,,,sirene,
SL SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,SAINT-GERMAIN-EN-LAYE,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508873478,50887347800046,80.10Z,,,,,,,,,,,sirene,
SLM,,,a contacter,,,,,,,,,,,,securite,,COLLONGES-AU-MONT-D'OR,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451380018,45138001800056,80.10Z,,,,,,,,,,,sirene,
SMA (SECURITE METIER D'AVENIR),,,a contacter,,,,,,,,,,,,securite,,CLERMONT-FERRAND,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801804725,80180472500035,80.10Z,,,,,,,,,,,sirene,
SMART PS SAS,,,a contacter,,,,,,,,,,,,securite,,SAINT-PRIEST,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531620912,53162091200034,80.10Z,,,,,,,,,,,sirene,
SMART SECURITE,,,a contacter,,,,,,,,,,,,securite,,SARAN,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824946529,82494652900032,80.10Z,,,,,,,,,,,sirene,
SNAPS,,,a contacter,,,,,,,,,,,,securite,,LANGON,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478443377,47844337700047,80.20Z,,,,,,,,,,,sirene,
SNEPP,,,a contacter,,,,,,,,,,,,securite,,MONTPELLIER,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532932647,53293264700078,80.10Z,,,,,,,,,,,sirene,
SNIPPER SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,PETIT-CANAL,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850629007,85062900700012,80.10Z,,,,,,,,,,,sirene,
SNS SOLUTION NUMERIQUE SECURITE,,,a contacter,,,,,,,,,,,,securite,,FONTENAY-SOUS-BOIS,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789045218,78904521800029,80.20Z,,,,,,,,,,,sirene,
SO SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921771473,92177147300011,80.20Z,,,,,,,,,,,sirene,
SOC CYNO GARDE,,,a contacter,,,,,,,,,,,,securite,,REMIRE-MONTJOLY,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342930906,34293090600066,80.10Z,,,,,,,,,,,sirene,
SOC DAUPH GARDIEN SURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,FONTAINE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331875559,33187555900030,80.20Z,,,,,,,,,,,sirene,
SOC EUR D'INTERVENTION ET DE GARDIENNAGE,,,a contacter,,,,,,,,,,,,securite,,AUBERVILLIERS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449035328,44903532800011,80.10Z,,,,,,,,,,,sirene,
SOC FRANCAISE TELESURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,POMPEY,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333996197,33399619700112,80.20Z,,,,,,,,,,,sirene,
SOC INSULAIRE DE GARDIENNAGE,,,a contacter,,,,,,,,,,,,securite,,AFA,,2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379164528,37916452800042,80.10Z,,,,,,,,,,,sirene,
"SOC ORGANISATION, FORMATION ACCUEIL",,,a contacter,,,,,,,,,,,,securite,,LE MANS,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450661368,45066136800024,80.20Z,,,,,,,,,,,sirene,
SOC SECURITE PRIVEE ET INVESTIGATION,,,a contacter,,,,,,,,,,,,securite,,BAIE MAHAULT,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481567683,48156768300034,80.10Z,,,,,,,,,,,sirene,
SOC SURVEILLANCE GARDIENNAGE PRIVE,,,a contacter,,,,,,,,,,,,securite,,TERGNIER,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478041015,47804101500031,80.10Z,,,,,,,,,,,sirene,
SOC.AZIMUTS SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,GENAS,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480709195,48070919500063,80.10Z,,,,,,,,,,,sirene,
SOCIETE CONTROLE MAINTENANCE ASSISTANCE PREVENTION,,,a contacter,,,,,,,,,,,,securite,,JOUARS-PONTCHARTRAIN,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754092021,75409202100015,80.20Z,,,,,,,,,,,sirene,
SOCIETE CORSE DE PROTECTION 83,,,a contacter,,,,,,,,,,,,securite,,SIGNES,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892906256,89290625600011,80.10Z,,,,,,,,,,,sirene,
SOCIETE CYNOPHILE DE GUYANE,,,a contacter,,,,,,,,,,,,securite,,CAYENNE,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840646400,84064640000035,80.10Z,,,,,,,,,,,sirene,
SOCIETE D'EXPLOITATION DE PC  S.E.P.C,,,a contacter,,,,,,,,,,,,securite,,FORT-DE-FRANCE,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440334142,44033414200039,80.10Z,,,,,,,,,,,sirene,
SOCIETE DE GARDIENNAGE DE SECURITE ET DE PROTECTION,,,a contacter,,,,,,,,,,,,securite,,FORT-DE-FRANCE,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891195323,89119532300011,80.10Z,,,,,,,,,,,sirene,
SOCIETE DE GARDIENNAGE PROTECTION ET SECURITE,,,a contacter,,,,,,,,,,,,securite,,RUEIL-MALMAISON,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325268746,32526874600063,80.10Z,,,,,,,,,,,sirene,
SOCIETE DE PROTECTION ET GARDIENNAGE,,,a contacter,,,,,,,,,,,,securite,,PLAISIR,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397429762,39742976200024,80.10Z,,,,,,,,,,,sirene,
SOCIETE DE SECURITE ET DE SURETE,,,a contacter,,,,,,,,,,,,securite,,MONTPELLIER,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537557126,53755712600035,80.10Z,,,,,,,,,,,sirene,
SOCIETE DE SECURITE PRIVEE ET DE GARDIENNAGE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891646044,89164604400018,80.10Z,,,,,,,,,,,sirene,
SOCIETE DE TELESURVEILLANCE ET DE SECURITE,,,a contacter,,,,,,,,,,,,securite,,REMIRE-MONTJOLY,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952300218,95230021800015,80.10Z,,,,,,,,,,,sirene,
SOCIETE FRANCAISE DE PROTECTION - UNITECH,,,a contacter,,,,,,,,,,,,securite,,PANTIN,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409719325,40971932500063,80.20Z,,,,,,,,,,,sirene,
SOCIETE GENERALE DE SECURITE S.G.S,,,a contacter,,,,,,,,,,,,securite,,BOBIGNY,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533165940,53316594000024,80.10Z,,,,,,,,,,,sirene,
SOCIETE INSULAIRE DE PROTECTION ELECTRONIQUE,,,a contacter,,,,,,,,,,,,securite,,AJACCIO,,2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814329462,81432946200034,80.20Z,,,,,,,,,,,sirene,
SOCIETE INTERNATIONALE DE SERVICES,,,a contacter,,,,,,,,,,,,securite,,NANTERRE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345070262,34507026200083,80.10Z,,,,,,,,,,,sirene,
SOCIETE MANCELLE DE SECURITE,,,a contacter,,,,,,,,,,,,securite,,LE MANS,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434800371,43480037100024,80.10Z,,,,,,,,,,,sirene,
SOCIETE NORMANDE DE SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,DARNETAL,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812162055,81216205500014,80.10Z,,,,,,,,,,,sirene,
SOCIETE NOUVELLE SURVEILLANCE INTERVENTION SERVICE,,,a contacter,,,,,,,,,,,,securite,,ARCANGUES,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493264295,49326429500012,80.10Z,,,,,,,,,,,sirene,
SOCIETE OISE PROTECTION,,,a contacter,,,,,,,,,,,,securite,,SAINT-MAXIMIN,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339977209,33997720900073,80.10Z,,,,,,,,,,,sirene,
SOCIETE POLET D'ENTRETIEN ET DE MAINTENANCE,,,a contacter,,,,,,,,,,,,securite,,CERGY,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330816877,33081687700030,80.20Z,,,,,,,,,,,sirene,
SOCIETE PRIVE MJ SECURITE,,,a contacter,,,,,,,,,,,,securite,,OYONNAX,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449351964,44935196400019,80.10Z,,,,,,,,,,,sirene,
SOCIETE PRIVEE ELIGERE PROTECT,,,a contacter,,,,,,,,,,,,securite,,PETIT-BOURG,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842578056,84257805600017,80.10Z,,,,,,,,,,,sirene,
SOCIETE PRIVEE PRESTIGE SECURITE,,,a contacter,,,,,,,,,,,,securite,,CHAPONNAY,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398230219,39823021900071,80.10Z,,,,,,,,,,,sirene,
SOCIETE REUNIONNAISE INTERVENTION PRIVEE,,,a contacter,,,,,,,,,,,,securite,,SAINT-PIERRE,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438275927,43827592700046,80.10Z,,,,,,,,,,,sirene,
SOCIETE SPINALIENNE DE GARDIENNAGE ENTRETIEN ET TELESURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,EPINAL,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327204780,32720478000032,80.10Z,,,,,,,,,,,sirene,
SOCIETE UNIVERS PROTECTION SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,ROUEN,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500144381,50014438100026,80.10Z,,,,,,,,,,,sirene,
SOCOM SECURITY,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889021812,88902181200017,80.10Z,,,,,,,,,,,sirene,
SOF SECU,,,a contacter,,,,,,,,,,,,securite,,BAGNEUX,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891785503,89178550300014,80.10Z,,,,,,,,,,,sirene,
SOFIANE SECURITE,,,a contacter,,,,,,,,,,,,securite,,LOGNES,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904966769,90496676900013,80.20Z,,,,,,,,,,,sirene,
SOFRATEL CENTRE D'ACCUEIL TELEPHONIQUE,,,a contacter,,,,,,,,,,,,securite,,CAMBRAI,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450607429,45060742900021,80.10Z,,,,,,,,,,,sirene,
SOFT SECURITE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532980208,53298020800054,80.10Z,,,,,,,,,,,sirene,
